ID de respuesta,Dirección IP,Agente Usuario,Estado de respuesta,URL de la encuesta a la que accede el encuestado,Start time,Hora de finalización,Tiempo empleado,Recopilador,Net Promoter Score (de un total de 10),CSAT Score,¿Qué carrera profesional estudias?,¿Qué ciclo es el que cursas?; considera el ciclo donde más cursos llevas,El perfil de egreso de tu carrera,La correspondencia entre el perfil de egreso y el plan curricular de tu carrera,Los cursos y contenidos de tu carrera,La calidad del servicio de enseñanza en tu carrera,"La claridad, precisión y actualización de los materiales de estudio de tu carrera",La evaluación del aprendizaje en tu carrera,El proceso de intercambio estudiantil,Información sobre tu récord académico,El material bibliográfico físico o digital disponible en la biblioteca,El servicio recibido por el personal administrativo de tu carrera,Los procedimientos de los servicios administrativos de tu carrera,El servicio social: ayuda financiera,El servicio médico y su infraestructura,El servicio de atención psicopedagógica,Los talleres de actividades artísticas y culturales,Las actividades deportivas,Las aulas de clase,Los ambientes y salas para estudio,"Los laboratorios en lo referido a equipamiento, tecnología y programas","Los laboratorios en lo referido a iluminación, ventilación, facilidad de ubicación y señalización de seguridad",El software especializado empleado en la carrera,El portal web de la universidad: Mi Ulima,El aula virtual (Blackboard) y las herramientas de videoconferencia (Zoom),"La conexión Wi-Fi del campus para acceder a los recursos institucionales como Mi Ulima, Blackboard, Zoom, correo institucional y biblioteca virtual",El soporte técnico brindado ante las fallas del sistema informático,"Empleabilidad, vinculación profesional y ALUMNI",La calidad de la formación académica,Tu carrera,La Universidad de Lima,"En una escala del 0 al 10, donde 0 significa ‘Definitivamente no la recomendaría’ y 10 ‘Definitivamente sí la recomendaría’¿Qué tan probable es que recomiendes la Universidad de Lima a un familiar o amigo como institución para estudiar una carrera profesional?","Explica con tus palabras, las razones de la calificación que diste en la pregunta anterior. (máx. 100 caracteres)"
R74z02zv,,,,,30/10/2025 16:38,30/10/2025 16:41,,,9,,Marketing,2° Ciclo,,,Satisfecho,Satisfecho,,Satisfecho,,Satisfecho,No utilizo,Insatisfecho,,,No utilizo,No utilizo,Muy satisfecho,No utilizo,Insatisfecho,Insatisfecho,,,,Insatisfecho,Satisfecho,Totalmente insatisfecho,Insatisfecho,,,,Satisfecho,,
jYMbWurE,,,,,31/10/2025 16:59,31/10/2025 17:03,,,9,,Derecho,3° Ciclo,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,,Muy satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,,,,Insatisfecho,Satisfecho,Muy satisfecho,Satisfecho,,,,Totalmente satisfecho,,
TGB1AJlf,,,,,20/10/2025 19:08,20/10/2025 19:15,,,9,,Negocios Internacionales,3° Ciclo,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,,Muy satisfecho,Totalmente insatisfecho,Muy satisfecho,No conozco,Satisfecho,,Insatisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Totalmente insatisfecho,Totalmente insatisfecho,Insatisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,,,,Totalmente satisfecho,,
0sDzh0bc,,,,,21/10/2025 20:14,21/10/2025 20:16,,,9,,Negocios Internacionales,3° Ciclo,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Muy satisfecho,No utilizo,Totalmente satisfecho,Muy satisfecho,Satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,No utilizo,No utilizo,Muy satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Insatisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,,,,Totalmente satisfecho,,
KsCIaYdH,,,,,22/10/2025 14:56,22/10/2025 14:59,,,9,,Comunicación,3° Ciclo,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Totalmente insatisfecho,Muy satisfecho,Muy satisfecho,,,,Totalmente satisfecho,,
a6DzBIwu,,,,,24/10/2025 17:16,24/10/2025 17:20,,,9,,Arquitectura,3° Ciclo,Satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,,Satisfecho,Satisfecho,Satisfecho,No utilizo,Muy satisfecho,,No utilizo,Muy satisfecho,No utilizo,Muy satisfecho,Muy satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Muy satisfecho,,
psEa5pPl,,,,,29/10/2025 11:50,29/10/2025 11:54,,,9,,Ingeniería Civil,3° Ciclo,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,,Satisfecho,No conozco,Insatisfecho,Insatisfecho,Satisfecho,,No utilizo,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Insatisfecho,Satisfecho,Totalmente insatisfecho,Satisfecho,,,,Muy satisfecho,,
FeDArdYy,,,,,30/10/2025 15:21,30/10/2025 15:28,,,9,,Comunicación,3° Ciclo,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,,Satisfecho,No conozco,Muy satisfecho,Muy satisfecho,Satisfecho,,No utilizo,Muy satisfecho,No utilizo,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Insatisfecho,Insatisfecho,Muy satisfecho,Satisfecho,,,,Muy satisfecho,,
iLar1Sbw,,,,,31/10/2025 13:13,31/10/2025 13:22,,,9,,Negocios Internacionales,3° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Muy satisfecho,,,,Muy satisfecho,,
6VB1vjsJ,,,,,05/11/2025 15:17,05/11/2025 15:21,,,9,,Ingeniería de Sistemas,3° Ciclo,Muy satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,,Satisfecho,Insatisfecho,Satisfecho,No utilizo,Muy satisfecho,,No conozco,No conozco,No conozco,Satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Insatisfecho,Muy satisfecho,Satisfecho,Satisfecho,,,,Totalmente satisfecho,,
OcCIgUay,,,,,07/11/2025 10:16,07/11/2025 10:19,,,9,,Comunicación,3° Ciclo,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,,Muy satisfecho,Satisfecho,Insatisfecho,Satisfecho,Insatisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Satisfecho,Insatisfecho,Insatisfecho,,,,Satisfecho,,
9KD5K8Va,,,,,10/11/2025 15:59,10/11/2025 16:01,,,9,,Comunicación,3° Ciclo,Muy satisfecho,Satisfecho,Insatisfecho,Totalmente satisfecho,,Satisfecho,No utilizo,Satisfecho,Totalmente satisfecho,No utilizo,,No utilizo,Totalmente satisfecho,No utilizo,No utilizo,No utilizo,Satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Insatisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
CrB17ZNv,,,,,22/10/2025 18:29,22/10/2025 18:33,,,9,,Derecho,4° Ciclo,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,,Insatisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,,,,Insatisfecho,Insatisfecho,Satisfecho,No conozco,,,,Muy satisfecho,,
epf1m8nE,,,,,30/10/2025 18:52,30/10/2025 18:55,,,9,,Psicología,4° Ciclo,Satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,,Muy satisfecho,No conozco,Satisfecho,Insatisfecho,Muy satisfecho,,No conozco,Satisfecho,No conozco,No conozco,No conozco,Muy satisfecho,Satisfecho,No conozco,,No conozco,Insatisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,,,,Totalmente satisfecho,,
K9f2BYTP,,,,,31/10/2025 16:59,31/10/2025 17:02,,,9,,Derecho,4° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,,,,Insatisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,,,,Totalmente satisfecho,,
SvCIkL9P,,,,,07/11/2025 16:39,07/11/2025 16:42,,,9,,Derecho,4° Ciclo,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,,Muy satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,No utilizo,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,,,,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,,,,Muy satisfecho,,
Gg4yUZCq,,,,,07/11/2025 16:40,07/11/2025 19:43,,,9,,Derecho,4° Ciclo,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,,Muy satisfecho,No conozco,Satisfecho,Muy satisfecho,Muy satisfecho,,No conozco,Muy satisfecho,No conozco,No conozco,No utilizo,Muy satisfecho,Muy satisfecho,,,,Insatisfecho,Insatisfecho,Insatisfecho,Insatisfecho,,,,Totalmente satisfecho,,
WMDAZ2CH,,,,,20/10/2025 14:21,20/10/2025 14:25,,,9,,Economía,4° Ciclo,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,,Muy satisfecho,No conozco,Totalmente satisfecho,Satisfecho,Satisfecho,,No conozco,Muy satisfecho,No utilizo,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Insatisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,,,,Satisfecho,,
gGDAIDiM,,,,,20/10/2025 17:53,03/11/2025 17:14,,,9,,Economía,4° Ciclo,Totalmente satisfecho,Satisfecho,Satisfecho,Satisfecho,,Muy satisfecho,No conozco,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,,No conozco,No conozco,No conozco,No conozco,No conozco,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
nMB1mpBm,,,,,21/10/2025 12:15,21/10/2025 12:21,,,9,,Ingeniería Civil,4° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Insatisfecho,No utilizo,Insatisfecho,Insatisfecho,Satisfecho,,No utilizo,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Insatisfecho,Insatisfecho,Totalmente insatisfecho,Satisfecho,Insatisfecho,Satisfecho,Insatisfecho,No utilizo,,,,Satisfecho,,
uVDz54Qg,,,,,21/10/2025 12:15,21/10/2025 12:17,,,9,,Ingeniería Civil,4° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,,No conozco,No conozco,No conozco,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Insatisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,,,Totalmente satisfecho,,
UQDt5Oln,,,,,21/10/2025 12:15,21/10/2025 12:21,,,9,,Ingeniería Civil,4° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Insatisfecho,No utilizo,Satisfecho,Insatisfecho,Muy satisfecho,,No utilizo,Muy satisfecho,Insatisfecho,Muy satisfecho,No utilizo,Satisfecho,Satisfecho,Totalmente insatisfecho,Totalmente insatisfecho,Satisfecho,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Satisfecho,,
tSCIFGLV,,,,,21/10/2025 12:15,21/10/2025 12:21,,,9,,Ingeniería Civil,4° Ciclo,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,No utilizo,Satisfecho,No utilizo,No utilizo,No utilizo,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Insatisfecho,Insatisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,,
MSEXxvHz,,,,,22/10/2025 14:56,22/10/2025 15:00,,,9,,Comunicación,4° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Insatisfecho,Satisfecho,Satisfecho,No conozco,,,,Muy satisfecho,,
ek43kv0S,,,,,23/10/2025 12:58,23/10/2025 13:00,,,9,,Comunicación,4° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Insatisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Totalmente insatisfecho,Totalmente insatisfecho,,,,Totalmente satisfecho,,
nIB1Mdru,,,,,23/10/2025 17:26,23/10/2025 17:29,,,9,,Contabilidad y Finanzas,4° Ciclo,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,,Satisfecho,No conozco,Totalmente insatisfecho,Satisfecho,Insatisfecho,,No utilizo,No utilizo,No utilizo,No utilizo,Muy satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Muy satisfecho,,
5Ea3coLn,,,,,27/10/2025 20:08,27/10/2025 20:10,,,9,,Ingeniería de Sistemas,4° Ciclo,Totalmente satisfecho,Insatisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Totalmente satisfecho,,
dRCIl2ZH,,,,,28/10/2025 16:03,28/10/2025 16:05,,,9,,Economía,4° Ciclo,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Muy satisfecho,,
6PDtvNV2,,,,,31/10/2025 11:56,31/10/2025 12:00,,,9,,Ingeniería Industrial,4° Ciclo,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,,No conozco,Totalmente satisfecho,No utilizo,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Totalmente satisfecho,,
Mh4Jz7Pd,,,,,31/10/2025 11:56,31/10/2025 12:01,,,9,,Ingeniería Industrial,4° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Muy satisfecho,No conozco,Muy satisfecho,Satisfecho,Satisfecho,,Insatisfecho,Muy satisfecho,No utilizo,No utilizo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,No conozco,Insatisfecho,Insatisfecho,Muy satisfecho,Satisfecho,,,,Muy satisfecho,,
weCI1QHi,,,,,03/11/2025 15:09,03/11/2025 15:11,,,9,,Marketing,4° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,Satisfecho,No utilizo,Muy satisfecho,,No utilizo,Satisfecho,No conozco,No utilizo,No utilizo,Totalmente satisfecho,Totalmente satisfecho,No utilizo,,Satisfecho,Insatisfecho,Satisfecho,Totalmente insatisfecho,Satisfecho,,,,Muy satisfecho,,
ouCIIAsG,,,,,03/11/2025 17:13,03/11/2025 17:20,,,9,,Economía,4° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No conozco,Satisfecho,Insatisfecho,Satisfecho,,No conozco,Satisfecho,Satisfecho,Satisfecho,No conozco,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
C7B18L2H,,,,,05/11/2025 10:46,05/11/2025 10:50,,,9,,Ingeniería de Sistemas,4° Ciclo,Totalmente satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,,Muy satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Muy satisfecho,Insatisfecho,Satisfecho,Totalmente satisfecho,Insatisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Insatisfecho,Satisfecho,Insatisfecho,Muy satisfecho,,,,Totalmente satisfecho,,
1zB1tURd,,,,,08/11/2025 08:13,08/11/2025 08:18,,,9,,Ingeniería Civil,4° Ciclo,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,,No conozco,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Muy satisfecho,,
unDAqyMY,,,,,08/11/2025 08:54,08/11/2025 08:57,,,9,,Administración,4° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,,No conozco,Muy satisfecho,Totalmente satisfecho,No conozco,Totalmente satisfecho,Insatisfecho,Insatisfecho,Muy satisfecho,Muy satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,,,,Muy satisfecho,,
70EZMDgz,,,,,10/11/2025 10:08,10/11/2025 10:12,,,9,,Administración,4° Ciclo,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Muy satisfecho,,
14MVgiin,,,,,10/11/2025 10:09,10/11/2025 10:12,,,9,,Administración,4° Ciclo,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Insatisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,,,,Muy satisfecho,,
GFDtE74A,,,,,10/11/2025 15:59,10/11/2025 16:04,,,9,,Comunicación,4° Ciclo,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Insatisfecho,,Satisfecho,Satisfecho,No utilizo,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,No utilizo,,No utilizo,Insatisfecho,Satisfecho,Muy satisfecho,Satisfecho,,,,Muy satisfecho,,
Jkf4VAVg,,,,,15/11/2025 11:45,15/11/2025 11:47,,,9,,Arquitectura,4° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,,No utilizo,No utilizo,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Satisfecho,,
vqaBFmDN,,,,,18/11/2025 17:02,18/11/2025 17:06,,,9,,Arquitectura,4° Ciclo,Muy satisfecho,Satisfecho,Insatisfecho,Satisfecho,,Satisfecho,No conozco,Satisfecho,Satisfecho,No utilizo,,No utilizo,Satisfecho,No utilizo,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Insatisfecho,Satisfecho,Satisfecho,,,,Muy satisfecho,,
bnCIKpq3,,,,,19/11/2025 11:51,19/11/2025 11:56,,,9,,Ingeniería Industrial,4° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Insatisfecho,,No utilizo,Satisfecho,No utilizo,No utilizo,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Muy satisfecho,,
EQEjLp0B,,,,,21/11/2025 10:36,21/11/2025 10:39,,,9,,Economía,4° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No conozco,Totalmente satisfecho,Muy satisfecho,Satisfecho,,No conozco,Satisfecho,Satisfecho,No conozco,No conozco,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,,
ARRTaXMf,,,,,25/11/2025 18:13,25/11/2025 18:15,,,9,,Ingeniería Industrial,4° Ciclo,Satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,,Muy satisfecho,No conozco,Satisfecho,Satisfecho,Satisfecho,,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Insatisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,,,,Totalmente satisfecho,,
jP8xFO6C,,,,,25/11/2025 18:13,25/11/2025 18:16,,,9,,Ingeniería Industrial,4° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Insatisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,,,,Totalmente satisfecho,,
DsfCBuTi,,,,,23/10/2025 12:58,23/10/2025 13:02,,,9,,Comunicación,5° Ciclo,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Muy satisfecho,Insatisfecho,Satisfecho,,No utilizo,Muy satisfecho,Satisfecho,No utilizo,No utilizo,Satisfecho,Satisfecho,Totalmente insatisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Totalmente insatisfecho,Muy satisfecho,,,,Muy satisfecho,,
aDfMsFO3,,,,,23/10/2025 12:58,23/10/2025 13:01,,,9,,Comunicación,5° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,,Insatisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Muy satisfecho,,
WxDzklXF,,,,,23/10/2025 17:26,23/10/2025 17:32,,,9,,Administración,5° Ciclo,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,,Totalmente satisfecho,No conozco,Satisfecho,Insatisfecho,Muy satisfecho,,No conozco,Muy satisfecho,Insatisfecho,No utilizo,No utilizo,Totalmente satisfecho,Totalmente satisfecho,No utilizo,,Satisfecho,Insatisfecho,Insatisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Muy satisfecho,,
gBD5YIIK,,,,,05/11/2025 10:51,05/11/2025 10:54,,,9,,Ingeniería Industrial,5° Ciclo,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,,,,Muy satisfecho,,
OIDANdBu,,,,,07/11/2025 18:00,07/11/2025 18:02,,,9,,Marketing,5° Ciclo,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,,Insatisfecho,No utilizo,Satisfecho,Satisfecho,Insatisfecho,,No utilizo,No utilizo,No utilizo,No utilizo,Totalmente satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Insatisfecho,Insatisfecho,Totalmente satisfecho,Insatisfecho,,,,Muy satisfecho,,
btD9E2A6,,,,,17/11/2025 14:51,17/11/2025 14:54,,,9,,Negocios Internacionales,5° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,,No utilizo,No utilizo,No utilizo,No utilizo,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Insatisfecho,,,,Satisfecho,,
qi4qOisy,,,,,17/11/2025 15:47,17/11/2025 15:51,,,9,,Administración,5° Ciclo,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,,Muy satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,,No conozco,Totalmente satisfecho,Totalmente satisfecho,No conozco,No conozco,Totalmente satisfecho,Totalmente satisfecho,No conozco,,Muy satisfecho,Insatisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,,,,Totalmente satisfecho,,
TGEO7b1j,,,,,17/11/2025 15:48,17/11/2025 15:50,,,9,,Negocios Internacionales,5° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,,Satisfecho,No utilizo,Insatisfecho,Satisfecho,Satisfecho,,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Insatisfecho,Satisfecho,,,,Satisfecho,,
