ID de respuesta,Dirección IP,Agente Usuario,Estado de respuesta,URL de la encuesta a la que accede el encuestado,Start time,Hora de finalización,Tiempo empleado,Recopilador,Net Promoter Score (de un total de 10),CSAT Score,¿Qué carrera profesional estudias?,¿Qué ciclo es el que cursas?; considera el ciclo donde más cursos llevas,El perfil de egreso de tu carrera,La correspondencia entre el perfil de egreso y el plan curricular de tu carrera,Los cursos y contenidos de tu carrera,La calidad del servicio de enseñanza en tu carrera,"La claridad, precisión y actualización de los materiales de estudio de tu carrera",La evaluación del aprendizaje en tu carrera,El proceso de intercambio estudiantil,La información sobre tu récord académico,El material bibliográfico físico o digital disponible en la biblioteca,El servicio recibido por el personal administrativo de tu carrera,Los procedimientos de los servicios administrativos de tu carrera,El servicio social: ayuda financiera,El servicio médico y su infraestructura,El servicio de atención psicopedagógica,Los talleres de actividades artísticas y culturales,Las actividades deportivas,Las aulas de clase,Los ambientes y salas para estudio,"Los laboratorios en lo referido a equipamiento, tecnología y programas","Los laboratorios en lo referido a iluminación, ventilación, facilidad de ubicación y señalización de seguridad",El software especializado empleado en la carrera,El portal web de la universidad: Mi Ulima,El aula virtual (Blackboard) y las herramientas de videoconferencia (Zoom),"La conexión Wi-Fi del campus para acceder a los recursos institucionales como Mi Ulima, Blackboard, Zoom, correo institucional y biblioteca virtual",El soporte técnico brindado ante las fallas del sistema informático,"Empleabilidad, vinculación profesional y ALUMNI",La calidad de la formación académica,Tu carrera,La Universidad de Lima,"En una escala del 0 al 10, donde 0 significa ‘Definitivamente no la recomendaría’ y 10 ‘Definitivamente sí la recomendaría’¿Qué tan probable es que recomiendes la Universidad de Lima a un familiar o amigo como institución para estudiar una carrera profesional?","Explica con tus palabras, las razones de la calificación que diste en la pregunta anterior. (máx. 100 caracteres)"
ZOCZ9Fb3,,,COMPLETED,,"may. 13, 2026 05:17:56 p. m.","may. 13, 2026 05:21:09 p. m.",3 mins 12 secs ,Public collector,10,100,Derecho,7° Ciclo,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Totalmente insatisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,No utilizo,Satisfecho,Totalmente satisfecho,,,,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Totalmente insatisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,10 (Promoter),
zKtUlJx6,,,COMPLETED,,"may. 13, 2026 05:17:57 p. m.","may. 13, 2026 05:40:17 p. m.",22 mins 20 secs ,Public collector,8,0,Derecho,7° Ciclo,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,,,,Insatisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Insatisfecho,Muy satisfecho,8 (Passive),"depende de la carrera,a derecho le falta un área donde podamos imprimir gratuitamente los profesores envían lecturas,sería más acuerdo ya que es una carrera donde se lee bastante,que se nos de esa facilidad a los estudiantes,áreas para descansar sin acoso"
bcC2BUOB,,,COMPLETED,,"may. 13, 2026 05:17:59 p. m.","may. 13, 2026 05:22:04 p. m.",4 mins 5 secs ,Public collector,9,100,Derecho,7° Ciclo,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Muy satisfecho,Totalmente satisfecho,9 (Promoter),
AABBKd67,,,COMPLETED,,"may. 13, 2026 05:18:05 p. m.","may. 13, 2026 05:21:04 p. m.",2 mins 59 secs ,Public collector,10,100,Derecho,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Muy satisfecho,No utilizo,No utilizo,No utilizo,Satisfecho,Satisfecho,,,,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,10 (Promoter),
6HtwpKHL,,,COMPLETED,,"may. 13, 2026 05:18:07 p. m.","may. 13, 2026 05:22:37 p. m.",4 mins 30 secs ,Public collector,9,100,Derecho,7° Ciclo,Satisfecho,Insatisfecho,Insatisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,No utilizo,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,No utilizo,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,,,,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,No utilizo,Satisfecho,Muy satisfecho,Muy satisfecho,9 (Promoter),
lBDFq8PE,,,COMPLETED,,"may. 13, 2026 05:18:09 p. m.","may. 13, 2026 05:24:03 p. m.",5 mins 53 secs ,Public collector,8,0,Ingeniería Industrial,7° Ciclo,Muy satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,No utilizo,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,No conozco,Satisfecho,No utilizo,No utilizo,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Insatisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,8 (Passive),Buena u pero deberían empatizar por los estudiantes que se encuentran realizando prácticas pre profesionales o les surja problemas donde necesiten retirarse de algunos cursos.
W2DBsxrf,,,COMPLETED,,"may. 13, 2026 05:18:09 p. m.","may. 13, 2026 05:21:27 p. m.",3 mins 17 secs ,Public collector,10,100,Derecho,7° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
OUBhIzXJ,,,COMPLETED,,"may. 13, 2026 05:18:10 p. m.","may. 13, 2026 05:21:26 p. m.",3 mins 15 secs ,Public collector,10,100,Ingeniería Industrial,7° Ciclo,Totalmente satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,No utilizo,No utilizo,No utilizo,No utilizo,No utilizo,Satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
RNBhaBr6,,,COMPLETED,,"may. 13, 2026 05:18:11 p. m.","may. 13, 2026 05:22:24 p. m.",4 mins 13 secs ,Public collector,10,100,Ingeniería Industrial,7° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
IxDBHMMl,,,COMPLETED,,"may. 13, 2026 05:18:12 p. m.","may. 13, 2026 05:21:35 p. m.",3 mins 22 secs ,Public collector,10,100,Derecho,7° Ciclo,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,No utilizo,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,,,,Satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
t6C5ld7X,,,COMPLETED,,"may. 13, 2026 05:18:12 p. m.","may. 13, 2026 05:21:16 p. m.",3 mins 3 secs ,Public collector,9,100,Ingeniería Industrial,7° Ciclo,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,9 (Promoter),
J1BhDZGr,,,COMPLETED,,"may. 13, 2026 05:18:12 p. m.","may. 13, 2026 05:22:37 p. m.",4 mins 24 secs ,Public collector,9,100,Ingeniería Industrial,7° Ciclo,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,No conozco,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Insatisfecho,No conozco,No conozco,Satisfecho,No utilizo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,No conozco,Muy satisfecho,Muy satisfecho,Muy satisfecho,9 (Promoter),
eKBn2RmV,,,COMPLETED,,"may. 13, 2026 05:18:13 p. m.","may. 13, 2026 05:20:53 p. m.",2 mins 39 secs ,Public collector,9,100,Ingeniería Industrial,7° Ciclo,Totalmente satisfecho,Insatisfecho,Insatisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Muy satisfecho,9 (Promoter),
GbBhepYq,,,COMPLETED,,"may. 13, 2026 05:18:13 p. m.","may. 13, 2026 05:20:20 p. m.",2 mins 6 secs ,Public collector,9,100,Ingeniería Industrial,7° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,9 (Promoter),
yeDF9YGx,,,COMPLETED,,"may. 13, 2026 05:18:13 p. m.","may. 13, 2026 05:20:25 p. m.",2 mins 11 secs ,Public collector,10,100,Ingeniería Industrial,7° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
kXz8RO4v,,,COMPLETED,,"may. 13, 2026 05:18:15 p. m.","may. 13, 2026 05:20:47 p. m.",2 mins 31 secs ,Public collector,10,100,Ingeniería Industrial,7° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Insatisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
UmDBYZfE,,,COMPLETED,,"may. 13, 2026 05:18:15 p. m.","may. 13, 2026 05:21:33 p. m.",3 mins 17 secs ,Public collector,9,100,Ingeniería Industrial,8° Ciclo,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,No conozco,No conozco,No conozco,No utilizo,No utilizo,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,9 (Promoter),
6bzq6qst,,,COMPLETED,,"may. 13, 2026 05:18:15 p. m.","may. 13, 2026 05:22:39 p. m.",4 mins 23 secs ,Public collector,9,100,Ingeniería Industrial,8° Ciclo,Totalmente satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,No conozco,Muy satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,No conozco,Muy satisfecho,No conozco,No conozco,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,9 (Promoter),
RCBBocXp,,,COMPLETED,,"may. 13, 2026 05:18:17 p. m.","may. 13, 2026 05:20:37 p. m.",2 mins 20 secs ,Public collector,9,100,Ingeniería Industrial,8° Ciclo,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,No utilizo,No utilizo,No utilizo,Satisfecho,No utilizo,No utilizo,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,9 (Promoter),
Y6C2aoOh,,,COMPLETED,,"may. 13, 2026 05:18:17 p. m.","may. 13, 2026 05:21:04 p. m.",2 mins 46 secs ,Public collector,10,100,Ingeniería Industrial,7° Ciclo,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
RbCZlp3n,,,COMPLETED,,"may. 13, 2026 05:18:17 p. m.","may. 13, 2026 05:20:46 p. m.",2 mins 29 secs ,Public collector,9,100,Ingeniería Industrial,8° Ciclo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,9 (Promoter),
efjIFgqc,,,COMPLETED,,"may. 13, 2026 05:18:19 p. m.","may. 13, 2026 05:22:08 p. m.",3 mins 49 secs ,Public collector,9,100,Ingeniería Industrial,8° Ciclo,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,No utilizo,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,No utilizo,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,9 (Promoter),
EVBnk9rK,,,COMPLETED,,"may. 13, 2026 05:18:19 p. m.","may. 13, 2026 05:22:32 p. m.",4 mins 12 secs ,Public collector,9,100,Ingeniería Industrial,7° Ciclo,Totalmente satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,9 (Promoter),
MRDB8WRz,,,COMPLETED,,"may. 13, 2026 05:18:19 p. m.","may. 13, 2026 05:20:37 p. m.",2 mins 17 secs ,Public collector,10,100,Ingeniería Industrial,7° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,No utilizo,No utilizo,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Insatisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
oLBR3PtB,,,COMPLETED,,"may. 13, 2026 05:18:20 p. m.","may. 13, 2026 05:21:29 p. m.",3 mins 8 secs ,Public collector,9,100,Ingeniería Industrial,7° Ciclo,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,No utilizo,Muy satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Satisfecho,No utilizo,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,9 (Promoter),
SLtU6ZWd,,,COMPLETED,,"may. 13, 2026 05:18:23 p. m.","may. 13, 2026 05:21:00 p. m.",2 mins 36 secs ,Public collector,10,100,Derecho,7° Ciclo,Satisfecho,Satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,No conozco,Totalmente satisfecho,No conozco,No utilizo,No utilizo,Totalmente satisfecho,Totalmente satisfecho,,,,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,No utilizo,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,10 (Promoter),
ElDB6IbE,,,COMPLETED,,"may. 13, 2026 05:18:23 p. m.","may. 13, 2026 05:22:41 p. m.",4 mins 17 secs ,Public collector,10,100,Ingeniería Industrial,7° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No conozco,Totalmente satisfecho,Totalmente satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No conozco,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
ZcBnWmdG,,,COMPLETED,,"may. 13, 2026 05:18:24 p. m.","may. 13, 2026 05:20:30 p. m.",2 mins 6 secs ,Public collector,9,100,Derecho,7° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,,,,Satisfecho,Muy satisfecho,Insatisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,9 (Promoter),
RoBhzXiv,,,COMPLETED,,"may. 13, 2026 05:18:24 p. m.","may. 13, 2026 05:21:31 p. m.",3 mins 6 secs ,Public collector,10,100,Ingeniería Industrial,7° Ciclo,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,No conozco,No utilizo,No conozco,No conozco,No conozco,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Insatisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
a3BBfpXQ,,,COMPLETED,,"may. 13, 2026 05:18:26 p. m.","may. 13, 2026 05:23:13 p. m.",4 mins 47 secs ,Public collector,10,100,Ingeniería Industrial,7° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,No conozco,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,No conozco,No conozco,Muy satisfecho,Satisfecho,Muy satisfecho,No utilizo,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,No conozco,Satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,10 (Promoter),
sBBnypwj,,,COMPLETED,,"may. 13, 2026 05:18:27 p. m.","may. 13, 2026 05:21:46 p. m.",3 mins 19 secs ,Public collector,10,100,Ingeniería Industrial,7° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
YrC5DSpX,,,COMPLETED,,"may. 13, 2026 05:18:27 p. m.","may. 13, 2026 05:21:52 p. m.",3 mins 24 secs ,Public collector,10,100,Ingeniería Industrial,7° Ciclo,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Insatisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,No utilizo,No utilizo,No utilizo,No utilizo,No utilizo,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Insatisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,10 (Promoter),
yMC23DLt,,,COMPLETED,,"may. 13, 2026 05:18:33 p. m.","may. 13, 2026 05:21:04 p. m.",2 mins 30 secs ,Public collector,10,100,Ingeniería Industrial,7° Ciclo,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Totalmente satisfecho,Insatisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,10 (Promoter),
NpC2AZpy,,,COMPLETED,,"may. 13, 2026 05:18:36 p. m.","may. 13, 2026 05:22:00 p. m.",3 mins 24 secs ,Public collector,9,100,Ingeniería Industrial,7° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,9 (Promoter),
Osz6N493,,,COMPLETED,,"may. 13, 2026 05:18:37 p. m.","may. 13, 2026 05:22:14 p. m.",3 mins 37 secs ,Public collector,9,100,Ingeniería Industrial,7° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Muy satisfecho,No conozco,No conozco,No conozco,Satisfecho,Totalmente satisfecho,Insatisfecho,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Totalmente satisfecho,Muy satisfecho,Muy satisfecho,No conozco,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,9 (Promoter),
nkCZPwnq,,,COMPLETED,,"may. 13, 2026 05:18:39 p. m.","may. 13, 2026 05:22:38 p. m.",3 mins 59 secs ,Public collector,9,100,Ingeniería Industrial,7° Ciclo,Muy satisfecho,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,No utilizo,Totalmente satisfecho,Totalmente satisfecho,Muy satisfecho,Satisfecho,Muy satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Satisfecho,Satisfecho,Satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,Totalmente satisfecho,No utilizo,Muy satisfecho,Muy satisfecho,Totalmente satisfecho,9 (Promoter),
